image_path,label
NEU-DET/train/images/pitted_surface/pitted_surface_91.jpg,pitted_surface
NEU-DET/train/images/patches/patches_197.jpg,patches
NEU-DET/train/images/patches/patches_86.jpg,patches
NEU-DET/train/images/crazing/crazing_150.jpg,crazing
NEU-DET/train/images/crazing/crazing_98.jpg,crazing
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_117.jpg,rolled-in_scale
NEU-DET/train/images/scratches/scratches_18.jpg,scratches
NEU-DET/train/images/pitted_surface/pitted_surface_53.jpg,pitted_surface
NEU-DET/train/images/pitted_surface/pitted_surface_50.jpg,pitted_surface
NEU-DET/train/images/pitted_surface/pitted_surface_58.jpg,pitted_surface
NEU-DET/train/images/inclusion/inclusion_201.jpg,inclusion
NEU-DET/train/images/inclusion/inclusion_30.jpg,inclusion
NEU-DET/train/images/patches/patches_60.jpg,patches
NEU-DET/train/images/pitted_surface/pitted_surface_236.jpg,pitted_surface
NEU-DET/train/images/patches/patches_42.jpg,patches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_89.jpg,rolled-in_scale
NEU-DET/train/images/inclusion/inclusion_24.jpg,inclusion
NEU-DET/train/images/pitted_surface/pitted_surface_119.jpg,pitted_surface
NEU-DET/train/images/crazing/crazing_38.jpg,crazing
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_114.jpg,rolled-in_scale
NEU-DET/train/images/pitted_surface/pitted_surface_79.jpg,pitted_surface
NEU-DET/train/images/crazing/crazing_195.jpg,crazing
NEU-DET/train/images/patches/patches_14.jpg,patches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_105.jpg,rolled-in_scale
NEU-DET/train/images/patches/patches_40.jpg,patches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_209.jpg,rolled-in_scale
NEU-DET/train/images/scratches/scratches_44.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_240.jpg,rolled-in_scale
NEU-DET/train/images/crazing/crazing_106.jpg,crazing
NEU-DET/train/images/crazing/crazing_20.jpg,crazing
NEU-DET/train/images/pitted_surface/pitted_surface_5.jpg,pitted_surface
NEU-DET/train/images/scratches/scratches_153.jpg,scratches
NEU-DET/train/images/inclusion/inclusion_27.jpg,inclusion
NEU-DET/train/images/patches/patches_57.jpg,patches
NEU-DET/train/images/crazing/crazing_120.jpg,crazing
NEU-DET/train/images/patches/patches_135.jpg,patches
NEU-DET/train/images/patches/patches_211.jpg,patches
NEU-DET/train/images/inclusion/inclusion_101.jpg,inclusion
NEU-DET/train/images/scratches/scratches_210.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_70.jpg,rolled-in_scale
NEU-DET/train/images/pitted_surface/pitted_surface_68.jpg,pitted_surface
NEU-DET/train/images/pitted_surface/pitted_surface_174.jpg,pitted_surface
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_16.jpg,rolled-in_scale
NEU-DET/train/images/pitted_surface/pitted_surface_144.jpg,pitted_surface
NEU-DET/train/images/crazing/crazing_15.jpg,crazing
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_204.jpg,rolled-in_scale
NEU-DET/train/images/pitted_surface/pitted_surface_110.jpg,pitted_surface
NEU-DET/train/images/patches/patches_126.jpg,patches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_28.jpg,rolled-in_scale
NEU-DET/train/images/patches/patches_168.jpg,patches
NEU-DET/train/images/inclusion/inclusion_230.jpg,inclusion
NEU-DET/train/images/scratches/scratches_230.jpg,scratches
NEU-DET/train/images/pitted_surface/pitted_surface_202.jpg,pitted_surface
NEU-DET/train/images/crazing/crazing_54.jpg,crazing
NEU-DET/train/images/scratches/scratches_154.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_22.jpg,rolled-in_scale
NEU-DET/train/images/pitted_surface/pitted_surface_39.jpg,pitted_surface
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_157.jpg,rolled-in_scale
NEU-DET/train/images/pitted_surface/pitted_surface_75.jpg,pitted_surface
NEU-DET/train/images/patches/patches_190.jpg,patches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_206.jpg,rolled-in_scale
NEU-DET/train/images/patches/patches_31.jpg,patches
NEU-DET/train/images/crazing/crazing_44.jpg,crazing
NEU-DET/train/images/patches/patches_16.jpg,patches
NEU-DET/train/images/patches/patches_35.jpg,patches
NEU-DET/train/images/crazing/crazing_181.jpg,crazing
NEU-DET/train/images/scratches/scratches_28.jpg,scratches
NEU-DET/train/images/pitted_surface/pitted_surface_57.jpg,pitted_surface
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_87.jpg,rolled-in_scale
NEU-DET/train/images/scratches/scratches_110.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_120.jpg,rolled-in_scale
NEU-DET/train/images/crazing/crazing_188.jpg,crazing
NEU-DET/train/images/patches/patches_140.jpg,patches
NEU-DET/train/images/inclusion/inclusion_99.jpg,inclusion
NEU-DET/train/images/scratches/scratches_65.jpg,scratches
NEU-DET/train/images/patches/patches_237.jpg,patches
NEU-DET/train/images/inclusion/inclusion_217.jpg,inclusion
NEU-DET/train/images/pitted_surface/pitted_surface_1.jpg,pitted_surface
NEU-DET/train/images/crazing/crazing_95.jpg,crazing
NEU-DET/train/images/scratches/scratches_173.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_190.jpg,rolled-in_scale
NEU-DET/train/images/scratches/scratches_229.jpg,scratches
NEU-DET/train/images/crazing/crazing_200.jpg,crazing
NEU-DET/train/images/pitted_surface/pitted_surface_59.jpg,pitted_surface
NEU-DET/train/images/crazing/crazing_135.jpg,crazing
NEU-DET/train/images/pitted_surface/pitted_surface_3.jpg,pitted_surface
NEU-DET/train/images/patches/patches_232.jpg,patches
NEU-DET/train/images/pitted_surface/pitted_surface_65.jpg,pitted_surface
NEU-DET/train/images/pitted_surface/pitted_surface_63.jpg,pitted_surface
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_165.jpg,rolled-in_scale
NEU-DET/train/images/pitted_surface/pitted_surface_92.jpg,pitted_surface
NEU-DET/train/images/pitted_surface/pitted_surface_99.jpg,pitted_surface
NEU-DET/train/images/scratches/scratches_189.jpg,scratches
NEU-DET/train/images/scratches/scratches_139.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_66.jpg,rolled-in_scale
NEU-DET/train/images/scratches/scratches_40.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_123.jpg,rolled-in_scale
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_68.jpg,rolled-in_scale
NEU-DET/train/images/patches/patches_21.jpg,patches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_73.jpg,rolled-in_scale
NEU-DET/train/images/patches/patches_37.jpg,patches
NEU-DET/train/images/scratches/scratches_1.jpg,scratches
NEU-DET/train/images/pitted_surface/pitted_surface_222.jpg,pitted_surface
NEU-DET/train/images/patches/patches_186.jpg,patches
NEU-DET/train/images/crazing/crazing_25.jpg,crazing
NEU-DET/train/images/inclusion/inclusion_191.jpg,inclusion
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_134.jpg,rolled-in_scale
NEU-DET/train/images/patches/patches_45.jpg,patches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_82.jpg,rolled-in_scale
NEU-DET/train/images/crazing/crazing_139.jpg,crazing
NEU-DET/train/images/scratches/scratches_13.jpg,scratches
NEU-DET/train/images/inclusion/inclusion_128.jpg,inclusion
NEU-DET/train/images/crazing/crazing_65.jpg,crazing
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_14.jpg,rolled-in_scale
NEU-DET/train/images/inclusion/inclusion_203.jpg,inclusion
NEU-DET/train/images/inclusion/inclusion_162.jpg,inclusion
NEU-DET/train/images/crazing/crazing_211.jpg,crazing
NEU-DET/train/images/inclusion/inclusion_65.jpg,inclusion
NEU-DET/train/images/crazing/crazing_81.jpg,crazing
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_77.jpg,rolled-in_scale
NEU-DET/train/images/patches/patches_183.jpg,patches
NEU-DET/train/images/scratches/scratches_183.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_141.jpg,rolled-in_scale
NEU-DET/train/images/crazing/crazing_32.jpg,crazing
NEU-DET/train/images/scratches/scratches_26.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_104.jpg,rolled-in_scale
NEU-DET/train/images/crazing/crazing_237.jpg,crazing
NEU-DET/train/images/pitted_surface/pitted_surface_121.jpg,pitted_surface
NEU-DET/train/images/crazing/crazing_88.jpg,crazing
NEU-DET/train/images/inclusion/inclusion_179.jpg,inclusion
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_176.jpg,rolled-in_scale
NEU-DET/train/images/crazing/crazing_83.jpg,crazing
NEU-DET/train/images/pitted_surface/pitted_surface_2.jpg,pitted_surface
NEU-DET/train/images/patches/patches_4.jpg,patches
NEU-DET/train/images/patches/patches_210.jpg,patches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_7.jpg,rolled-in_scale
NEU-DET/train/images/patches/patches_115.jpg,patches
NEU-DET/train/images/pitted_surface/pitted_surface_86.jpg,pitted_surface
NEU-DET/train/images/pitted_surface/pitted_surface_238.jpg,pitted_surface
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_58.jpg,rolled-in_scale
NEU-DET/train/images/patches/patches_64.jpg,patches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_12.jpg,rolled-in_scale
NEU-DET/train/images/inclusion/inclusion_129.jpg,inclusion
NEU-DET/train/images/patches/patches_214.jpg,patches
NEU-DET/train/images/patches/patches_132.jpg,patches
NEU-DET/train/images/patches/patches_7.jpg,patches
NEU-DET/train/images/pitted_surface/pitted_surface_52.jpg,pitted_surface
NEU-DET/train/images/patches/patches_195.jpg,patches
NEU-DET/train/images/pitted_surface/pitted_surface_166.jpg,pitted_surface
NEU-DET/train/images/crazing/crazing_133.jpg,crazing
NEU-DET/train/images/scratches/scratches_179.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_103.jpg,rolled-in_scale
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_194.jpg,rolled-in_scale
NEU-DET/train/images/inclusion/inclusion_210.jpg,inclusion
NEU-DET/train/images/pitted_surface/pitted_surface_4.jpg,pitted_surface
NEU-DET/train/images/inclusion/inclusion_125.jpg,inclusion
NEU-DET/train/images/patches/patches_130.jpg,patches
NEU-DET/train/images/pitted_surface/pitted_surface_197.jpg,pitted_surface
NEU-DET/train/images/pitted_surface/pitted_surface_116.jpg,pitted_surface
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_193.jpg,rolled-in_scale
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_239.jpg,rolled-in_scale
NEU-DET/train/images/scratches/scratches_12.jpg,scratches
NEU-DET/train/images/pitted_surface/pitted_surface_204.jpg,pitted_surface
NEU-DET/train/images/scratches/scratches_138.jpg,scratches
NEU-DET/train/images/scratches/scratches_89.jpg,scratches
NEU-DET/train/images/patches/patches_72.jpg,patches
NEU-DET/train/images/patches/patches_227.jpg,patches
NEU-DET/train/images/inclusion/inclusion_100.jpg,inclusion
NEU-DET/train/images/scratches/scratches_106.jpg,scratches
NEU-DET/train/images/crazing/crazing_119.jpg,crazing
NEU-DET/train/images/inclusion/inclusion_39.jpg,inclusion
NEU-DET/train/images/scratches/scratches_215.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_145.jpg,rolled-in_scale
NEU-DET/train/images/pitted_surface/pitted_surface_184.jpg,pitted_surface
NEU-DET/train/images/patches/patches_184.jpg,patches
NEU-DET/train/images/scratches/scratches_175.jpg,scratches
NEU-DET/train/images/pitted_surface/pitted_surface_233.jpg,pitted_surface
NEU-DET/train/images/inclusion/inclusion_195.jpg,inclusion
NEU-DET/train/images/scratches/scratches_73.jpg,scratches
NEU-DET/train/images/patches/patches_11.jpg,patches
NEU-DET/train/images/scratches/scratches_207.jpg,scratches
NEU-DET/train/images/inclusion/inclusion_44.jpg,inclusion
NEU-DET/train/images/crazing/crazing_41.jpg,crazing
NEU-DET/train/images/patches/patches_53.jpg,patches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_220.jpg,rolled-in_scale
NEU-DET/train/images/scratches/scratches_185.jpg,scratches
NEU-DET/train/images/scratches/scratches_194.jpg,scratches
NEU-DET/train/images/pitted_surface/pitted_surface_33.jpg,pitted_surface
NEU-DET/train/images/inclusion/inclusion_15.jpg,inclusion
NEU-DET/train/images/patches/patches_44.jpg,patches
NEU-DET/train/images/patches/patches_157.jpg,patches
NEU-DET/train/images/crazing/crazing_229.jpg,crazing
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_115.jpg,rolled-in_scale
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_44.jpg,rolled-in_scale
NEU-DET/train/images/inclusion/inclusion_116.jpg,inclusion
NEU-DET/train/images/crazing/crazing_4.jpg,crazing
NEU-DET/train/images/scratches/scratches_25.jpg,scratches
NEU-DET/train/images/pitted_surface/pitted_surface_178.jpg,pitted_surface
NEU-DET/train/images/crazing/crazing_130.jpg,crazing
NEU-DET/train/images/crazing/crazing_161.jpg,crazing
NEU-DET/train/images/patches/patches_46.jpg,patches
NEU-DET/train/images/pitted_surface/pitted_surface_199.jpg,pitted_surface
NEU-DET/train/images/crazing/crazing_187.jpg,crazing
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_63.jpg,rolled-in_scale
NEU-DET/train/images/scratches/scratches_129.jpg,scratches
NEU-DET/train/images/inclusion/inclusion_214.jpg,inclusion
NEU-DET/train/images/crazing/crazing_93.jpg,crazing
NEU-DET/train/images/pitted_surface/pitted_surface_218.jpg,pitted_surface
NEU-DET/train/images/inclusion/inclusion_10.jpg,inclusion
NEU-DET/train/images/patches/patches_80.jpg,patches
NEU-DET/train/images/patches/patches_142.jpg,patches
NEU-DET/train/images/pitted_surface/pitted_surface_28.jpg,pitted_surface
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_119.jpg,rolled-in_scale
NEU-DET/train/images/crazing/crazing_233.jpg,crazing
NEU-DET/train/images/inclusion/inclusion_23.jpg,inclusion
NEU-DET/train/images/crazing/crazing_17.jpg,crazing
NEU-DET/train/images/patches/patches_17.jpg,patches
NEU-DET/train/images/crazing/crazing_153.jpg,crazing
NEU-DET/train/images/pitted_surface/pitted_surface_66.jpg,pitted_surface
NEU-DET/train/images/scratches/scratches_157.jpg,scratches
NEU-DET/train/images/patches/patches_109.jpg,patches
NEU-DET/train/images/pitted_surface/pitted_surface_34.jpg,pitted_surface
NEU-DET/train/images/crazing/crazing_70.jpg,crazing
NEU-DET/train/images/scratches/scratches_91.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_203.jpg,rolled-in_scale
NEU-DET/train/images/patches/patches_230.jpg,patches
NEU-DET/train/images/crazing/crazing_26.jpg,crazing
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_187.jpg,rolled-in_scale
NEU-DET/train/images/scratches/scratches_136.jpg,scratches
NEU-DET/train/images/patches/patches_196.jpg,patches
NEU-DET/train/images/scratches/scratches_184.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_48.jpg,rolled-in_scale
NEU-DET/train/images/patches/patches_181.jpg,patches
NEU-DET/train/images/crazing/crazing_155.jpg,crazing
NEU-DET/train/images/pitted_surface/pitted_surface_213.jpg,pitted_surface
NEU-DET/train/images/inclusion/inclusion_204.jpg,inclusion
NEU-DET/train/images/inclusion/inclusion_83.jpg,inclusion
NEU-DET/train/images/scratches/scratches_204.jpg,scratches
NEU-DET/train/images/crazing/crazing_16.jpg,crazing
NEU-DET/train/images/pitted_surface/pitted_surface_40.jpg,pitted_surface
NEU-DET/train/images/patches/patches_220.jpg,patches
NEU-DET/train/images/pitted_surface/pitted_surface_90.jpg,pitted_surface
NEU-DET/train/images/scratches/scratches_130.jpg,scratches
NEU-DET/train/images/pitted_surface/pitted_surface_107.jpg,pitted_surface
NEU-DET/train/images/patches/patches_223.jpg,patches
NEU-DET/train/images/scratches/scratches_181.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_108.jpg,rolled-in_scale
NEU-DET/train/images/crazing/crazing_5.jpg,crazing
NEU-DET/train/images/scratches/scratches_142.jpg,scratches
NEU-DET/train/images/scratches/scratches_202.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_146.jpg,rolled-in_scale
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_152.jpg,rolled-in_scale
NEU-DET/train/images/patches/patches_2.jpg,patches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_136.jpg,rolled-in_scale
NEU-DET/train/images/inclusion/inclusion_186.jpg,inclusion
NEU-DET/train/images/scratches/scratches_36.jpg,scratches
NEU-DET/train/images/inclusion/inclusion_12.jpg,inclusion
NEU-DET/train/images/pitted_surface/pitted_surface_217.jpg,pitted_surface
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_159.jpg,rolled-in_scale
NEU-DET/train/images/crazing/crazing_152.jpg,crazing
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_222.jpg,rolled-in_scale
NEU-DET/train/images/patches/patches_175.jpg,patches
NEU-DET/train/images/scratches/scratches_155.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_118.jpg,rolled-in_scale
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_172.jpg,rolled-in_scale
NEU-DET/train/images/crazing/crazing_115.jpg,crazing
NEU-DET/train/images/pitted_surface/pitted_surface_188.jpg,pitted_surface
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_200.jpg,rolled-in_scale
NEU-DET/train/images/crazing/crazing_68.jpg,crazing
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_143.jpg,rolled-in_scale
NEU-DET/train/images/inclusion/inclusion_94.jpg,inclusion
NEU-DET/train/images/patches/patches_95.jpg,patches
NEU-DET/train/images/scratches/scratches_119.jpg,scratches
NEU-DET/train/images/rolled-in_scale/rolled-in_scale_183.jpg,rolled-in_scale
NEU-DET/train/images/crazing/crazing_34.jpg,crazing
NEU-DET/train/images/pitted_surface/pitted_surface_179.jpg,pitted_surface
NEU-DET/train/images/pitted_surface/pitted_surface_172.jpg,pitted_surface
NEU-DET/train/images/pitted_surface/pitted_surface_181.jpg,pitted_surface
